"ticker","users_ranking_count","users_rank_movement_count","sirios_ranking_count","sirios_rank_movement_count","ifix_ranking_count","ifix_rank_movement_count","ifil_ranking_count","ifil_rank_movement_count","created_at","updated_at"
"PATA11","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-10-28 00:00:00"
"PATC11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"PATL11","0","0","0","0","90","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"PCIP11","0","0","0","0","51","0","48","0","2025-10-10 00:00:00","2025-10-28 00:00:00"
"PEMA11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"PLAG11","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-10-28 00:00:00"
"PLCR11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"PLRI11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"PMFO11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"PMIS11","0","0","0","0","111","0","0","0","2024-05-29 00:00:00","2025-10-28 00:00:00"
"PMLL11","0","0","0","0","32","0","31","0","2025-08-17 00:00:00","2025-09-21 00:00:00"
"PNCR11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"PNDL11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-07-02 00:00:00","2025-10-28 00:00:00"
"PNPR11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"PNRC11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"PORD11","0","0","0","0","93","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"PQAG11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"PQDP11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"PRSN11","0","0","0","0","0","0","0","0","2024-06-10 00:00:00","2025-10-28 00:00:00"
"PRSV11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"PULV11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"PVBI11","0","0","0","0","18","0","17","1","2024-05-22 00:00:00","2025-09-28 00:00:00"
"RBDS11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RBFF11","0","0","0","0","105","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RBHG11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RBHY11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RBIR11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RBLG11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RBOP11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"RBRD11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"RBRF11","0","0","0","0","52","0","49","-1","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RBRI11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RBRK11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-07-02 00:00:00","2025-10-28 00:00:00"
"RBRL11","0","0","0","0","60","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RBRP11","0","0","0","0","57","0","54","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"RBRR11","0","0","0","0","39","0","39","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RBRS11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RBRX11","0","0","0","0","102","0","48","-3","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RBRY11","0","0","0","0","41","0","41","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RBTS11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RBVA11","0","0","0","0","28","0","28","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"RCFA11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-05-22 00:00:00","2025-10-28 00:00:00"
"RCFF11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RCRB11","0","0","0","0","68","0","0","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"RDLI11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-07-02 00:00:00","2025-10-28 00:00:00"
"RECD11","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-10-28 00:00:00"
"RECM11","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-10-28 00:00:00"
"RECR11","0","0","0","0","16","0","16","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RECT11","0","0","0","0","72","0","0","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"REIT11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RELG11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RENV11","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-10-28 00:00:00"
"RFOF11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RINV11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RMAI11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-12 00:00:00"
"RNGO11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"ROOF11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RPRI11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RRCI11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RSPD11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RVBI11","0","0","0","0","59","0","55","1","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RZAK11","0","0","0","0","54","0","51","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RZAT11","0","0","0","0","77","0","15","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RZLC11","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-10-28 00:00:00"
"RZTR11","0","0","0","0","24","0","23","1","2024-05-22 00:00:00","2025-10-28 00:00:00"
"RZZR11","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-10-28 00:00:00"
"RZZV11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-07-02 00:00:00","2025-10-28 00:00:00"
"SADI11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"SAIC11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-07-02 00:00:00","2025-10-28 00:00:00"
"SAPI11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"SARE11","0","0","0","0","73","0","68","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"SCPF11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"SEED11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"SEQR11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"SHDP11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-07-02 00:00:00","2025-10-28 00:00:00"
"SHOP11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-06-10 00:00:00","2025-10-19 00:00:00"
"SHPH11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"SHPP11","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-10-28 00:00:00"
"SJAU11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"SMRE11","0","0","0","0","0","0","0","0","2024-05-29 00:00:00","2025-10-05 00:00:00"
"SNCI11","0","0","0","0","82","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"SNEL11","0","0","0","0","84","0","65","1","2024-05-22 00:00:00","2025-10-28 00:00:00"
"SNFF11","0","0","0","0","96","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"SNLG11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"SNME11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"SOFF11","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-10-28 00:00:00"
"SPDE11","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-10-28 00:00:00"
"SPG211",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-07-02 00:00:00","2025-10-28 00:00:00"
"SPGM11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-07-02 00:00:00","2025-10-28 00:00:00"
"SPMO11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"SPTW11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"SPXS11","0","0","0","0","106","0","24","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"SRVD11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"STRX11","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-10-28 00:00:00"
"TCIN11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-05-22 00:00:00","2025-10-28 00:00:00"
"TELM11","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-10-28 00:00:00"
"TEPP11","0","0","0","0","85","0","0","0","2024-05-22 00:00:00","2025-10-19 00:00:00"
"TGAR11","0","0","0","0","17","0","18","-1","2024-05-22 00:00:00","2025-10-28 00:00:00"
"TJKB11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"TMPS11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"TOPP11","0","0","0","0","86","0","0","0","2024-11-21 00:00:00","2025-09-21 00:00:00"
"TORD11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"TRBL11","0","0","0","0","67","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"TRNT11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"TRXB11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"TRXF11","0","0","0","0","8","0","8","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"TRXY11","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-10-28 00:00:00"
"TSNC11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"TVRI11","0","0","0","0","29","0","29","-2","2024-05-22 00:00:00","2025-10-28 00:00:00"
"URHF11","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-10-28 00:00:00"
"URPR11","0","0","0","0","74","0","61","1","2024-05-22 00:00:00","2025-10-28 00:00:00"
"VCJR11","0","0","0","0","43","0","43","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"VCRI11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"VCRR11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"VERE11","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-10-28 00:00:00"
"VGHF11","0","0","0","0","40","0","40","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"VGII11","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-10-28 00:00:00"
"VGIP11","0","0","0","0","50","0","47","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"VGIR11","0","0","0","0","33","0","33","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"VGRI11","0","0","0","0","97","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"VILG11","0","0","0","0","35","0","35","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"VINO11","0","0","0","0","72","0","51","6","2024-05-22 00:00:00","2025-09-21 00:00:00"
"VISC11","0","0","0","0","10","0","10","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"VIUR11","0","0","0","0","53","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"VJFD11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-07-02 00:00:00","2025-10-28 00:00:00"
"VOTS11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"VPPR11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-07-02 00:00:00","2025-10-28 00:00:00"
"VPSI11","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-10-28 00:00:00"
"VRTA11","0","0","0","0","42","0","42","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"VRTM11","0","0","0","0","87","0","0","0","2024-05-29 00:00:00","2025-10-28 00:00:00"
"VSHO11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-05 00:00:00"
"VSLH11","0","0","0","0","26","2","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"VTLT11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"VTPL11","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-10-28 00:00:00"
"VVCO11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-05-22 00:00:00","2025-09-21 00:00:00"
"VVCR11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"VVMR11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"VVPR11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"VVRI11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"VXXV11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"WHGR11","0","0","0","0","95","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"WPLZ11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"WSEC11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"WTSP11","0","0","0","0","0","0","0","0","2024-06-10 00:00:00","2025-10-28 00:00:00"
"XPCI11","0","0","0","0","53","0","50","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"XPCM11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"XPIN11","0","0","0","0","70","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"XPLG11","0","0","0","0","9","0","9","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"XPML11","0","0","0","0","3","0","3","0","2024-05-22 00:00:00","2025-10-26 00:00:00"
"XPSF11","0","0","0","0","98","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"YEES11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-07-02 00:00:00","2025-10-28 00:00:00"
"YUFI11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"ZAGH11","0","0","0","0","0","0","0","0","2024-06-10 00:00:00","2025-09-28 00:00:00"
"ZAVC11","0","0","0","0","0","0","0","0","2024-06-10 00:00:00","2025-10-28 00:00:00"
"ZAVI11","0","0","0","0","23","-4","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"ZIFI11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-10-28 00:00:00"
"TSER11","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
