"ticker","display_name","sector","sub_sector","classification","management_type","target_market","traded_until_date","payment_date","dividend_amt","ref_month","month_dividends_amt","month_price_ref","dy_monthly","dy_12m_pct","dy_current_monthly_pct","dividends_12m_amt","last_dividend_amt","last_payment_date"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2025-05-30 00:00:00","2025-06-09 00:00:00","0.32","2025-06-01","0.32","45.59","0.00701908313226584777","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2025-04-30 00:00:00","2025-05-09 00:00:00","0.32","2025-05-01","0.32","47.58","0.00672551492223623371","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2025-03-31 00:00:00","2025-04-08 00:00:00","0.32","2025-04-01","0.32","46.10","0.00694143167028199566","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2025-02-28 00:00:00","2025-03-12 00:00:00","0.32","2025-03-01","0.32","46.50","0.00688172043010752688","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2025-01-31 00:00:00","2025-02-10 00:00:00","0.17","2025-02-01","0.17","44.18","0.00384789497510185604","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2024-12-30 00:00:00","2025-01-09 00:00:00","1.22","2025-01-01","1.22","46.75","0.02609625668449197861","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2024-11-29 00:00:00","2024-12-09 00:00:00","0.62","2024-12-01","0.62","47.14","0.01315231226134917268","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2024-10-31 00:00:00","2024-11-08 00:00:00","0.62","2024-11-01","0.62","46.08","0.01345486111111111111","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2024-09-30 00:00:00","2024-10-08 00:00:00","0.73","2024-10-01","0.73","46.40","0.01573275862068965517","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2024-08-30 00:00:00","2024-09-09 00:00:00","0.73","2024-09-01","0.73","53.32","0.01369092273068267067","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2024-07-31 00:00:00","2024-08-08 00:00:00","0.73","2024-08-01","0.73","55.62","0.01312477526069759079","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2024-06-28 00:00:00","2024-07-08 00:00:00","0.73","2024-07-01","0.73","54.99","0.01327514093471540280","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2024-05-31 00:00:00","2024-06-10 00:00:00","0.73","2024-06-01","0.73","54.70","0.01334552102376599634","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2024-04-30 00:00:00","2024-05-09 00:00:00","0.71","2024-05-01","0.71","55.25","0.01285067873303167421","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2024-03-28 00:00:00","2024-04-08 00:00:00","0.71","2024-04-01","0.71","52.80","0.01344696969696969697","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2024-02-29 00:00:00","2024-03-08 00:00:00","0.71","2024-03-01","0.71","52.65","0.01348528015194681861","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2024-01-31 00:00:00","2024-02-08 00:00:00","0.17","2024-02-01","0.17","50.25","0.00338308457711442786","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2024-01-02 00:00:00","2024-01-09 00:00:00","1.33","2024-01-01","1.33","55.70","0.02387791741472172352","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2023-11-30 00:00:00","2023-12-08 00:00:00","0.78","2023-12-01","0.78","57.50","0.01356521739130434783","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2023-10-31 00:00:00","2023-11-09 00:00:00","0.76","2023-11-01","0.76","56.00","0.01357142857142857143","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2023-09-29 00:00:00","2023-10-09 00:00:00","0.76","2023-10-01","0.76","57.70","0.01317157712305025997","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2023-08-31 00:00:00","2023-09-11 00:00:00","0.76","2023-09-01","0.76","65.69","0.01156949307352717309","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2023-07-31 00:00:00","2023-08-08 00:00:00","0.76","2023-08-01","0.76","68.17","0.01114859909050902156","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2023-06-30 00:00:00","2023-07-10 00:00:00","0.78","2023-07-01","0.78","71.57","0.01089842112617018304","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2023-05-31 00:00:00","2023-06-09 00:00:00","0.78","2023-06-01","0.78","70.85","0.01100917431192660550","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2023-04-28 00:00:00","2023-05-09 00:00:00","0.77","2023-05-01","0.77","64.38","0.01196023609816713265","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2023-03-31 00:00:00","2023-04-11 00:00:00","0.76","2023-04-01","0.76","60.22","0.01262039189637994022","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2023-02-28 00:00:00","2023-03-08 00:00:00","0.75","2023-03-01","0.75","61.00","0.01229508196721311475","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2023-01-31 00:00:00","2023-02-08 00:00:00","0.18","2023-02-01","0.18","62.64","0.00287356321839080460","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2022-12-29 00:00:00","2023-01-09 00:00:00","1.32","2023-01-01","1.32","66.35","0.01989449886963074604","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2022-11-30 00:00:00","2022-12-08 00:00:00","0.75","2022-12-01","0.75","69.45","0.01079913606911447084","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2022-10-31 00:00:00","2022-11-09 00:00:00","0.74","2022-11-01","0.74","70.80","0.01045197740112994350","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2022-09-30 00:00:00","2022-10-10 00:00:00","0.73","2022-10-01","0.73","75.99","0.00960652717462824056","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2022-08-31 00:00:00","2022-09-09 00:00:00","0.73","2022-09-01","0.73","79.07","0.00923232578727709624","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2022-07-29 00:00:00","2022-08-08 00:00:00","0.72","2022-08-01","0.72","80.00","0.00900000000000000000","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2022-06-30 00:00:00","2022-07-08 00:00:00","0.80","2022-07-01","0.80","74.50","0.01073825503355704698","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2022-05-31 00:00:00","2022-06-08 00:00:00","0.72","2022-06-01","0.72","76.49","0.00941299516276637469","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2022-04-29 00:00:00","2022-05-09 00:00:00","0.72","2022-05-01","0.72","80.30","0.00896637608966376090","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2022-03-31 00:00:00","2022-04-08 00:00:00","1.31","2022-04-01","1.31","80.20","0.01633416458852867830","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2022-02-25 00:00:00","2022-03-09 00:00:00","0.68","2022-03-01","0.68","81.03","0.00839195359743304949","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2022-01-31 00:00:00","2022-02-08 00:00:00","0.61","2022-02-01","0.61","77.21","0.00790053101929801839","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2021-12-30 00:00:00","2022-01-10 00:00:00","0.61","2022-01-01","0.61","77.70","0.00785070785070785071","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2021-11-30 00:00:00","2021-12-08 00:00:00","0.61","2021-12-01","0.61","73.50","0.00829931972789115646","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2021-10-29 00:00:00","2021-11-08 00:00:00","0.61","2021-11-01","0.61","68.81","0.00886499055369859032","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AIEC11","Autonomy Edifcios Corporativos Fund Investimento Imobiliario","Lajes Corporativas","Escritórios","Tijolo","Ativa","Investidores Em Geral","2021-09-30 00:00:00","2021-10-08 00:00:00","0.61","2021-10-01","0.61","74.00","0.00824324324324324324","9.47","0.65","4.97","0.34","2025-11-10 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2025-11-07 00:00:00","2025-11-24 00:00:00","0.05","2025-11-01","0.05","7.79","0.00641848523748395379","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2025-10-07 00:00:00","2025-10-21 00:00:00","0.03","2025-10-01","0.03","7.75","0.00387096774193548387","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2025-09-05 00:00:00","2025-09-19 00:00:00","0.06","2025-09-01","0.06","7.74","0.00775193798449612403","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2025-08-07 00:00:00","2025-08-21 00:00:00","0.06","2025-08-01","0.06","7.60","0.00789473684210526316","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2025-07-07 00:00:00","2025-07-21 00:00:00","0.06","2025-07-01","0.06","7.20","0.00833333333333333333","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2025-06-06 00:00:00","2025-06-23 00:00:00","0.06","2025-06-01","0.06","7.35","0.00816326530612244898","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2025-05-08 00:00:00","2025-05-22 00:00:00","0.07","2025-05-01","0.07","7.44","0.00940860215053763441","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2025-04-07 00:00:00","2025-04-17 00:00:00","0.07","2025-04-01","0.07","7.42","0.00943396226415094340","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2025-03-11 00:00:00","2025-03-25 00:00:00","0.07","2025-03-01","0.07","7.26","0.00964187327823691460","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2025-02-07 00:00:00","2025-02-21 00:00:00","0.07","2025-02-01","0.07","6.81","0.01027900146842878120","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2025-01-08 00:00:00","2025-01-22 00:00:00","0.07","2025-01-01","0.07","6.78","0.01032448377581120944","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2024-12-06 00:00:00","2024-12-20 00:00:00","0.07","2024-12-01","0.07","7.55","0.00927152317880794702","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2024-11-08 00:00:00","2024-11-25 00:00:00","0.07","2024-11-01","0.07","7.30","0.00958904109589041096","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2024-10-07 00:00:00","2024-10-21 00:00:00","0.07","2024-10-01","0.07","7.34","0.00953678474114441417","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2024-09-06 00:00:00","2024-09-20 00:00:00","0.07","2024-09-01","0.07","7.64","0.00916230366492146597","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2024-08-07 00:00:00","2024-08-21 00:00:00","0.07","2024-08-01","0.07","8.35","0.00838323353293413174","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2024-07-05 00:00:00","2024-07-19 00:00:00","0.06","2024-07-01","0.06","8.55","0.00701754385964912281","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2024-06-07 00:00:00","2024-06-21 00:00:00","0.06","2024-06-01","0.06","8.15","0.00736196319018404908","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2024-05-08 00:00:00","2024-05-22 00:00:00","0.07","2024-05-01","0.07","9.15","0.00765027322404371585","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2024-04-05 00:00:00","2024-04-19 00:00:00","0.07","2024-04-01","0.07","9.26","0.00755939524838012959","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2024-03-07 00:00:00","2024-03-21 00:00:00","0.08","2024-03-01","0.08","9.90","0.00808080808080808081","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2024-02-07 00:00:00","2024-02-23 00:00:00","0.08","2024-02-01","0.08","9.65","0.00829015544041450777","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2024-01-08 00:00:00","2024-01-22 00:00:00","0.07","2024-01-01","0.07","9.53","0.00734522560335781742","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"AJFI11","Aj Malls Fundo De Investimento Imobiliario","Shoppings","Shoppings","Tijolo","Ativa","Investidores Em Geral","2023-12-07 00:00:00","2023-12-21 00:00:00","0.07","2023-12-01","0.07","9.68","0.00723140495867768595","9.44","0.64","0.74","0.05","2025-11-24 00:00:00"
"ALMI11","Fundo Investimento Imobiliario FII Torre Almirante","Lajes Corporativas","Escritórios","Tijolo","Definida","Investidores Em Geral","2025-10-31 00:00:00","2025-11-07 00:00:00","3.04","2025-11-01","3.04","619.57","0.00490662879093564892","7.64","0.49","47.31","3.04","2025-11-07 00:00:00"
"ALMI11","Fundo Investimento Imobiliario FII Torre Almirante","Lajes Corporativas","Escritórios","Tijolo","Definida","Investidores Em Geral","2025-09-30 00:00:00","2025-10-07 00:00:00","4.17","2025-10-01","4.17","639.99","0.00651572680823137862","7.64","0.49","47.31","3.04","2025-11-07 00:00:00"
"ALMI11","Fundo Investimento Imobiliario FII Torre Almirante","Lajes Corporativas","Escritórios","Tijolo","Definida","Investidores Em Geral","2025-08-29 00:00:00","2025-09-05 00:00:00","4.23","2025-09-01","4.23","580.51","0.00728669618094434204","7.64","0.49","47.31","3.04","2025-11-07 00:00:00"
"ALMI11","Fundo Investimento Imobiliario FII Torre Almirante","Lajes Corporativas","Escritórios","Tijolo","Definida","Investidores Em Geral","2025-07-31 00:00:00","2025-08-07 00:00:00","3.93","2025-08-01","3.93","620.00","0.00633870967741935484","7.64","0.49","47.31","3.04","2025-11-07 00:00:00"
"ALMI11","Fundo Investimento Imobiliario FII Torre Almirante","Lajes Corporativas","Escritórios","Tijolo","Definida","Investidores Em Geral","2025-06-30 00:00:00","2025-07-07 00:00:00","5.26","2025-07-01","5.26","585.00","0.00899145299145299145","7.64","0.49","47.31","3.04","2025-11-07 00:00:00"
"ALMI11","Fundo Investimento Imobiliario FII Torre Almirante","Lajes Corporativas","Escritórios","Tijolo","Definida","Investidores Em Geral","2025-05-30 00:00:00","2025-06-06 00:00:00","3.40","2025-06-01","3.40","609.87","0.00557495859773394330","7.64","0.49","47.31","3.04","2025-11-07 00:00:00"
"ALMI11","Fundo Investimento Imobiliario FII Torre Almirante","Lajes Corporativas","Escritórios","Tijolo","Definida","Investidores Em Geral","2025-04-30 00:00:00","2025-05-08 00:00:00","2.10","2025-05-01","2.10","550.99","0.00381132143959055518","7.64","0.49","47.31","3.04","2025-11-07 00:00:00"
"ALMI11","Fundo Investimento Imobiliario FII Torre Almirante","Lajes Corporativas","Escritórios","Tijolo","Definida","Investidores Em Geral","2025-03-31 00:00:00","2025-04-07 00:00:00","1.99","2025-04-01","1.99","589.96","0.00337311004135873619","7.64","0.49","47.31","3.04","2025-11-07 00:00:00"
"ALMI11","Fundo Investimento Imobiliario FII Torre Almirante","Lajes Corporativas","Escritórios","Tijolo","Definida","Investidores Em Geral","2025-02-28 00:00:00","2025-03-11 00:00:00","3.39","2025-03-01","3.39","600.00","0.00565000000000000000","7.64","0.49","47.31","3.04","2025-11-07 00:00:00"
"ALMI11","Fundo Investimento Imobiliario FII Torre Almirante","Lajes Corporativas","Escritórios","Tijolo","Definida","Investidores Em Geral","2025-01-31 00:00:00","2025-02-07 00:00:00","4.77","2025-02-01","4.77","620.38","0.00768883587478642123","7.64","0.49","47.31","3.04","2025-11-07 00:00:00"
"ALMI11","Fundo Investimento Imobiliario FII Torre Almirante","Lajes Corporativas","Escritórios","Tijolo","Definida","Investidores Em Geral","2024-12-30 00:00:00","2025-01-08 00:00:00","4.04","2025-01-01","4.04","614.20","0.00657766199934874634","7.64","0.49","47.31","3.04","2025-11-07 00:00:00"
"ALMI11","Fundo Investimento Imobiliario FII Torre Almirante","Lajes Corporativas","Escritórios","Tijolo","Definida","Investidores Em Geral","2024-11-29 00:00:00","2024-12-06 00:00:00","7.00","2024-12-01","7.00","576.01","0.01215256679571535216","7.64","0.49","47.31","3.04","2025-11-07 00:00:00"
"ALMI11","Fundo Investimento Imobiliario FII Torre Almirante","Lajes Corporativas","Escritórios","Tijolo","Definida","Investidores Em Geral","2024-10-31 00:00:00","2024-11-07 00:00:00","5.00","2024-11-01","5.00","575.39","0.00868975825092545925","7.64","0.49","47.31","3.04","2025-11-07 00:00:00"
"ALMI11","Fundo Investimento Imobiliario FII Torre Almirante","Lajes Corporativas","Escritórios","Tijolo","Definida","Investidores Em Geral","2024-09-30 00:00:00","2024-10-07 00:00:00","3.00","2024-10-01","3.00","570.00","0.00526315789473684211","7.64","0.49","47.31","3.04","2025-11-07 00:00:00"
"ALMI11","Fundo Investimento Imobiliario FII Torre Almirante","Lajes Corporativas","Escritórios","Tijolo","Definida","Investidores Em Geral","2024-06-28 00:00:00","2024-07-11 00:00:00","6.27","2024-07-01","6.27","655.00","0.00957251908396946565","7.64","0.49","47.31","3.04","2025-11-07 00:00:00"
"ALMI11","Fundo Investimento Imobiliario FII Torre Almirante","Lajes Corporativas","Escritórios","Tijolo","Definida","Investidores Em Geral","2017-03-31 00:00:00","2017-04-13 00:00:00","0.37","2017-04-01","0.37",NULL,NULL,"7.64","0.49","47.31","3.04","2025-11-07 00:00:00"
"ALZC11","Alianza Crédito Imobiliário Fundo de Investimento","Títulos e Valores Mobiliários","Outros","Papel","Ativa","Investidores Em Geral","2025-11-17 00:00:00","2025-11-25 00:00:00","0.10","2025-11-01","0.10","7.98","0.01253132832080200501","78.32","1.25","6.25","0.10","2025-11-25 00:00:00"
"ALZC11","Alianza Crédito Imobiliário Fundo de Investimento","Títulos e Valores Mobiliários","Outros","Papel","Ativa","Investidores Em Geral","2025-10-15 00:00:00","2025-10-22 00:00:00","0.10","2025-10-01","0.10","7.62","0.01312335958005249344","78.32","1.25","6.25","0.10","2025-11-25 00:00:00"
"ALZC11","Alianza Crédito Imobiliário Fundo de Investimento","Títulos e Valores Mobiliários","Outros","Papel","Ativa","Investidores Em Geral","2025-09-15 00:00:00","2025-09-22 00:00:00","0.11","2025-09-01","0.11","7.78","0.01413881748071979434","78.32","1.25","6.25","0.10","2025-11-25 00:00:00"
"ALZC11","Alianza Crédito Imobiliário Fundo de Investimento","Títulos e Valores Mobiliários","Outros","Papel","Ativa","Investidores Em Geral","2025-08-15 00:00:00","2025-08-22 00:00:00","0.11","2025-08-01","0.11","7.45","0.01476510067114093960","78.32","1.25","6.25","0.10","2025-11-25 00:00:00"
"ALZC11","Alianza Crédito Imobiliário Fundo de Investimento","Títulos e Valores Mobiliários","Outros","Papel","Ativa","Investidores Em Geral","2025-07-15 00:00:00","2025-07-22 00:00:00","0.10","2025-07-01","0.10","7.51","0.01331557922769640479","78.32","1.25","6.25","0.10","2025-11-25 00:00:00"
